transaction_id,amount,location,method,device_id,timestamp,is_fraud,location_enc,method_enc,fraud_pred
108,1300.66,Russia,UPI,9992,2025-09-24 04:40:02.131786,1,4,3,0
109,783.57,UK,Credit Card,6119,2025-10-11 02:48:02.131786,0,5,0,0
110,236.08,USA,UPI,6736,2025-10-08 10:02:02.131786,0,6,3,0
111,189.36,UK,Debit Card,1565,2025-10-14 11:25:02.131786,0,5,2,0
112,3079.584491708075,India,UPI,9991,2025-09-08 06:41:02.131786,1,1,3,1
113,418.35,Japan,Credit Card,9992,2025-09-18 02:51:02.131786,0,2,0,0
114,830.64,USA,Debit Card,2278,2025-10-14 10:36:02.131786,0,6,2,0
115,706.59,Japan,Debit Card,8191,2025-09-30 23:31:02.131786,0,2,2,0
116,472.32,USA,Credit Card,6084,2025-09-07 10:55:02.131786,0,6,0,0
117,238.52,India,Wire,4504,2025-09-07 08:00:02.131786,0,1,4,0
118,112.86,India,UPI,6613,2025-09-30 07:21:02.131786,0,1,3,0
119,587.59,USA,Debit Card,7517,2025-09-25 14:25:02.131786,0,6,2,0
120,156.08,Germany,UPI,7905,2025-10-06 10:17:02.131786,0,0,3,0
121,229.86,USA,Credit Card,1376,2025-10-16 17:58:02.131786,0,6,0,0
122,561.93,India,Crypto,9142,2025-09-21 23:47:02.131786,0,1,1,0
123,522.88,Japan,Credit Card,2104,2025-09-26 13:07:02.131786,0,2,0,0
124,175.12,UK,UPI,7746,2025-10-04 20:24:02.131786,0,5,3,0
125,1047.7,Japan,Debit Card,6674,2025-09-27 11:22:02.131786,0,2,2,0
126,1029.26,India,UPI,6242,2025-10-07 18:04:02.131786,0,1,3,0
127,727.17,Japan,Crypto,3847,2025-09-29 16:01:02.131786,0,2,1,0
128,726.55,Germany,Debit Card,9214,2025-10-05 23:31:02.131786,0,0,2,0
129,727.18,Germany,Crypto,3703,2025-10-09 19:51:02.131786,0,0,1,0
130,967.97,USA,Wire,5865,2025-10-01 08:20:02.131786,0,6,4,0
131,797.09,Japan,Credit Card,7662,2025-10-12 09:19:02.131786,0,2,0,0
132,256.44,Japan,Wire,4348,2025-10-13 12:07:02.131786,0,2,4,0
133,413.77,India,UPI,1376,2025-09-22 10:17:02.131786,0,1,3,0
134,2038.96,USA,Wire,7434,2025-10-02 07:51:02.131786,0,6,4,1
135,69.45,USA,Credit Card,8620,2025-09-16 19:21:02.131786,0,6,0,0
136,338.59,Japan,Debit Card,7485,2025-09-17 11:30:02.131786,0,2,2,0
137,1051.44,UK,Crypto,2356,2025-10-04 05:17:02.131786,0,5,1,0
138,270.98,Japan,Debit Card,2766,2025-09-25 04:33:02.131786,0,2,2,0
139,812.09,Japan,Wire,6505,2025-09-19 20:44:02.131786,0,2,4,0
140,517.86,Japan,UPI,6426,2025-09-07 01:48:02.131786,0,2,3,0
141,287.71,Germany,Wire,4841,2025-09-23 13:40:02.131786,0,0,4,0
142,54.3,USA,Credit Card,4244,2025-09-22 03:22:02.131786,0,6,0,0
143,575.75,Germany,Credit Card,1543,2025-09-22 14:19:02.131786,0,0,0,0
144,251.58,UK,UPI,7047,2025-10-17 12:54:02.131786,0,5,3,0
145,456.87,India,Debit Card,9967,2025-10-10 23:48:02.131786,0,1,2,0
146,722.19,UK,Credit Card,2620,2025-10-06 04:44:02.131786,0,5,0,0
147,915.84,USA,Credit Card,5312,2025-10-05 15:15:02.131786,0,6,0,0
148,337.69,India,UPI,9723,2025-09-29 09:36:02.131786,0,1,3,0
149,287.25,UK,Debit Card,8828,2025-10-07 07:41:02.131786,0,5,2,0
150,153.39,USA,Wire,1888,2025-10-12 13:36:02.131786,0,6,4,0
151,946.39,UK,Crypto,1392,2025-09-14 09:56:02.131786,0,5,1,0
152,1854.52,India,UPI,4457,2025-09-14 20:21:02.131786,0,1,3,0
153,1015.94,India,Debit Card,8668,2025-10-01 06:26:02.131786,0,1,2,0
154,1168.68,UK,Crypto,3363,2025-10-07 07:25:02.131786,0,5,1,0
155,272.95,Germany,UPI,8354,2025-10-11 02:00:02.131786,0,0,3,0
156,692.34,UK,Wire,1317,2025-10-14 16:36:02.131786,0,5,4,0
157,864.02,UK,Wire,7537,2025-09-22 22:49:02.131786,0,5,4,0
158,198.94,UK,Debit Card,9896,2025-09-27 07:19:02.131786,0,5,2,0
159,1436.15,Germany,Debit Card,4771,2025-09-26 18:29:02.131786,0,0,2,0
160,125.46,Japan,Wire,5244,2025-10-05 13:58:02.131786,0,2,4,0
161,1291.7,India,Wire,5653,2025-09-30 00:15:02.131786,0,1,4,0
162,124.58,USA,UPI,7885,2025-09-09 23:12:02.131786,0,6,3,0
163,208.06,India,Debit Card,5006,2025-10-05 08:09:02.131786,0,1,2,0
164,701.18,India,Crypto,5642,2025-09-11 00:30:02.131786,0,1,1,0
165,527.52,Japan,Wire,3127,2025-09-16 11:53:02.131786,0,2,4,0
166,365.12,India,Crypto,5613,2025-10-08 03:20:02.131786,0,1,1,0
167,1400.14,India,Debit Card,3749,2025-09-16 08:32:02.131786,0,1,2,0
168,157.49,Germany,Debit Card,9435,2025-09-15 08:55:02.131786,0,0,2,0
169,443.49,Germany,Credit Card,9200,2025-09-29 10:22:02.131786,0,0,0,0
170,764.22,Germany,Wire,4654,2025-10-05 12:55:02.131786,0,0,4,0
171,616.91,Germany,Debit Card,6439,2025-10-01 23:29:02.131786,0,0,2,0
172,295.53,Germany,Debit Card,3370,2025-10-17 07:02:02.131786,0,0,2,0
173,304.71,USA,Wire,3603,2025-09-11 14:14:02.131786,0,6,4,0
174,906.51,Japan,Credit Card,6747,2025-10-10 17:25:02.131786,0,2,0,0
175,935.61,UK,Credit Card,4533,2025-10-01 20:19:02.131786,0,5,0,0
176,628.71,Germany,Credit Card,8565,2025-10-04 07:43:02.131786,0,0,0,0
177,242.75,Japan,Credit Card,9584,2025-10-18 13:40:02.131786,0,2,0,0
178,312.91,UK,UPI,2251,2025-09-16 01:59:02.131786,0,5,3,0
179,491.95,India,Wire,3966,2025-10-17 07:20:02.131786,0,1,4,0
180,546.83,India,Wire,8571,2025-09-26 14:20:02.131786,0,1,4,0
181,743.23,Japan,Wire,4007,2025-09-11 19:23:02.131786,0,2,4,0
182,425.71,USA,Credit Card,8813,2025-10-08 10:16:02.131786,0,6,0,0
183,892.65,USA,Credit Card,8206,2025-10-03 05:22:02.131786,0,6,0,0
184,885.88,Japan,Debit Card,9384,2025-10-06 02:05:02.131786,0,2,2,0
185,1195.19,USA,UPI,9518,2025-09-19 23:49:02.131786,0,6,3,0
186,508.18,USA,Wire,5120,2025-09-15 23:30:02.131786,0,6,4,0
187,636.35,India,UPI,5197,2025-10-09 19:57:02.131786,0,1,3,0
188,451.27,USA,Wire,9854,2025-10-18 12:49:02.131786,0,6,4,0
189,245.34,USA,Credit Card,5837,2025-09-23 23:20:02.131786,0,6,0,0
190,1827.03,Japan,Credit Card,5025,2025-09-28 16:12:02.131786,0,2,0,0
191,1096.03,USA,Wire,5257,2025-09-09 19:10:02.131786,0,6,4,0
192,873.55,Germany,Crypto,5773,2025-09-24 19:32:02.131786,0,0,1,0
193,495.27,Germany,Credit Card,4953,2025-09-14 16:01:02.131786,0,0,0,0
194,226.78,Japan,Debit Card,3294,2025-10-15 01:40:02.131786,0,2,2,0
195,980.73,Germany,Credit Card,7317,2025-10-10 11:36:02.131786,0,0,0,0
196,445.18,India,Debit Card,4467,2025-10-03 18:25:02.131786,0,1,2,0
197,677.58,Japan,UPI,2032,2025-10-17 15:44:02.131786,0,2,3,0
198,311.91,USA,Credit Card,2471,2025-10-01 12:16:02.131786,0,6,0,0
199,601.0,Germany,Credit Card,6113,2025-09-13 17:57:02.131786,0,0,0,0
200,328.24,India,UPI,6690,2025-09-28 20:55:02.131786,0,1,3,0
201,338.86,Japan,Debit Card,7805,2025-10-09 21:08:02.131786,0,2,2,0
202,595.36,Japan,Crypto,5071,2025-10-04 13:31:02.131786,0,2,1,0
203,122.72,USA,Debit Card,8739,2025-09-20 23:44:02.131786,0,6,2,0
204,128.99,UK,Wire,2148,2025-10-13 23:19:02.131786,0,5,4,0
205,270.17,Germany,Wire,9232,2025-09-11 23:44:02.131786,0,0,4,0
206,421.8,India,Wire,7480,2025-09-29 06:30:02.131786,0,1,4,0
207,911.16,Japan,UPI,4756,2025-09-21 07:41:02.131786,0,2,3,0
208,440.58,Germany,Debit Card,8408,2025-09-29 05:09:02.131786,0,0,2,0
209,492.86,India,Credit Card,8261,2025-09-13 18:49:02.131786,0,1,0,0
210,396.33,India,Wire,7663,2025-10-10 16:11:02.131786,0,1,4,0
211,635.69,Japan,Debit Card,4796,2025-09-16 07:58:02.131786,0,2,2,0
212,243.17,Germany,Credit Card,4447,2025-10-09 06:17:02.131786,0,0,0,0
213,459.05,India,Debit Card,9276,2025-09-25 19:12:02.131786,0,1,2,0
214,672.28,Japan,UPI,8832,2025-09-28 19:26:02.131786,0,2,3,0
215,591.91,Germany,Wire,5457,2025-10-03 22:33:02.131786,0,0,4,0
216,504.89,Germany,Crypto,6370,2025-09-25 12:23:02.131786,0,0,1,0
217,509.55,Japan,Wire,3639,2025-09-25 09:54:02.131786,0,2,4,0
218,718.74,Germany,Wire,8687,2025-09-10 09:59:02.131786,0,0,4,0
219,1883.46,UK,UPI,1930,2025-09-22 02:35:02.131786,0,5,3,1
220,257.8,India,Credit Card,2821,2025-09-11 02:18:02.131786,0,1,0,0
221,1918.01,India,Wire,6902,2025-10-05 00:01:02.131786,0,1,4,0
222,247.74,Germany,Credit Card,6827,2025-09-14 14:06:02.131786,0,0,0,0
223,46.05,Japan,Credit Card,4809,2025-10-04 14:35:02.131786,0,2,0,0
224,322.77,USA,UPI,6531,2025-09-21 14:12:02.131786,0,6,3,0
225,644.38,Germany,Wire,2924,2025-09-24 00:09:02.131786,0,0,4,0
226,1635.48,USA,UPI,3440,2025-10-18 04:09:02.131786,0,6,3,0
227,226.52,Germany,UPI,8013,2025-09-08 04:20:02.131786,0,0,3,0
228,715.74,USA,Crypto,4442,2025-09-10 16:30:02.131786,0,6,1,0
229,143.17,Germany,UPI,2207,2025-09-26 18:19:02.131786,0,0,3,0
230,1597.62,Japan,Crypto,6582,2025-09-14 10:10:02.131786,0,2,1,0
231,1110.02,USA,Credit Card,9253,2025-09-26 16:13:02.131786,0,6,0,0
232,339.41,UK,Credit Card,9354,2025-10-06 03:00:02.131786,0,5,0,0
233,1229.01,Japan,Debit Card,5647,2025-10-17 05:08:02.131786,0,2,2,0
234,456.94,Germany,Debit Card,8402,2025-09-12 03:54:02.131786,0,0,2,0
235,1148.95,USA,Credit Card,1238,2025-10-03 23:53:02.131786,0,6,0,1
236,502.03,India,Wire,4786,2025-10-02 10:44:02.131786,0,1,4,0
237,518.42,Japan,Debit Card,9629,2025-09-19 19:46:02.131786,0,2,2,0
238,345.16,USA,UPI,9720,2025-10-08 01:13:02.131786,0,6,3,0
239,782.1,Japan,Debit Card,9296,2025-09-19 15:52:02.131786,0,2,2,0
240,548.05,USA,Credit Card,8260,2025-10-14 13:37:02.131786,0,6,0,0
241,726.88,India,Wire,7632,2025-10-18 13:29:02.131786,0,1,4,0
242,110.12,UK,Credit Card,9342,2025-09-29 19:56:02.131786,0,5,0,0
243,1176.04,India,Wire,2793,2025-09-09 01:20:02.131786,0,1,4,0
244,1373.49,Germany,Debit Card,7956,2025-10-03 12:37:02.131786,0,0,2,0
245,546.15,Japan,UPI,9822,2025-10-13 10:12:02.131786,0,2,3,0
246,1798.11,UK,UPI,9107,2025-10-12 17:28:02.131786,0,5,3,0
247,1534.51,Japan,Credit Card,1206,2025-09-12 19:00:02.131786,0,2,0,1
248,793.92,USA,Wire,3822,2025-09-21 10:36:02.131786,0,6,4,0
249,1239.45,Germany,Debit Card,2500,2025-10-13 19:43:02.131786,0,0,2,0
250,4123.559237627937,Germany,Wire,9994,2025-09-11 07:27:02.131786,1,0,4,1
251,81.34,Japan,Wire,5321,2025-09-26 23:48:02.131786,0,2,4,0
252,402.75,Germany,Wire,9995,2025-09-23 21:32:02.131786,0,0,4,0
253,832.57,Japan,Debit Card,7833,2025-09-16 22:46:02.131786,0,2,2,0
254,1433.18,USA,Wire,7249,2025-09-17 16:18:02.131786,0,6,4,0
255,133.33,USA,UPI,4147,2025-09-11 03:06:02.131786,0,6,3,0
256,87.9,Japan,Credit Card,5611,2025-09-26 09:47:02.131786,0,2,0,0
257,478.79,India,Crypto,2846,2025-10-03 01:41:02.131786,0,1,1,0
258,50.66,India,Wire,9134,2025-09-23 17:54:02.131786,0,1,4,0
259,466.27,USA,UPI,7418,2025-10-14 10:08:02.131786,0,6,3,0
260,655.85,UK,UPI,4719,2025-09-28 19:08:02.131786,0,5,3,0
261,217.18,India,Credit Card,7094,2025-09-15 06:09:02.131786,0,1,0,0
262,476.12,Japan,Credit Card,3065,2025-09-16 08:59:02.131786,0,2,0,0
263,968.65,USA,Crypto,5380,2025-09-17 04:36:02.131786,0,6,1,0
264,321.47,Germany,Crypto,5745,2025-09-17 10:07:02.131786,0,0,1,0
265,251.5,Germany,Crypto,9185,2025-10-11 13:15:02.131786,0,0,1,0
266,459.68,India,Debit Card,7400,2025-09-22 19:12:02.131786,0,1,2,0
267,196.68,UK,Debit Card,3404,2025-09-07 11:08:02.131786,0,5,2,0
268,1712.22,India,UPI,1255,2025-10-09 10:19:02.131786,0,1,3,0
269,513.78,UK,Credit Card,7477,2025-10-07 14:03:02.131786,0,5,0,0
270,275.01,India,Wire,8535,2025-10-18 07:57:02.131786,0,1,4,0
271,587.54,Germany,Credit Card,7140,2025-09-27 19:39:02.131786,0,0,0,0
272,457.75,UK,Debit Card,7158,2025-10-13 15:17:02.131786,0,5,2,0
273,419.21,Germany,UPI,1178,2025-09-11 03:52:02.131786,0,0,3,0
274,321.4,Japan,Wire,8612,2025-09-13 13:59:02.131786,0,2,4,0
275,308.5,Japan,Crypto,8939,2025-09-13 00:16:02.131786,0,2,1,0
276,112.81,USA,Crypto,6522,2025-09-27 08:11:02.131786,0,6,1,0
277,1238.2,Germany,Debit Card,5183,2025-10-06 17:04:02.131786,0,0,2,0
278,758.19,Germany,UPI,7237,2025-09-12 13:32:02.131786,0,0,3,0
279,630.49,USA,Credit Card,5940,2025-09-15 17:40:02.131786,0,6,0,0
280,452.08,Japan,Debit Card,1027,2025-10-01 20:44:02.131786,0,2,2,0
281,213.72,Japan,Credit Card,9245,2025-10-12 02:51:02.131786,0,2,0,0
282,260.55,UK,Wire,9512,2025-09-17 21:29:02.131786,0,5,4,0
283,126.68,UK,Credit Card,4630,2025-09-21 21:38:02.131786,0,5,0,0
284,289.06,Japan,Wire,7903,2025-09-10 15:56:02.131786,0,2,4,0
285,187.2,India,UPI,7773,2025-09-10 14:25:02.131786,0,1,3,0
286,1479.4,Germany,Debit Card,6921,2025-09-13 23:07:02.131786,0,0,2,0
287,925.08,UK,Credit Card,1331,2025-09-18 15:36:02.131786,0,5,0,0
288,530.57,India,UPI,2717,2025-09-25 11:24:02.131786,0,1,3,0
289,235.11,UK,UPI,1316,2025-09-11 10:27:02.131786,0,5,3,0
290,196.26,USA,Credit Card,7244,2025-10-02 14:49:02.131786,0,6,0,0
291,429.85,Germany,Crypto,4551,2025-09-16 17:46:02.131786,0,0,1,0
292,951.33,UK,Crypto,7098,2025-09-21 19:30:02.131786,0,5,1,0
293,130.39,Japan,Wire,3917,2025-09-26 05:33:02.131786,0,2,4,0
294,751.27,USA,UPI,8792,2025-09-29 21:07:02.131786,0,6,3,0
295,287.97,USA,Debit Card,9339,2025-10-09 02:37:02.131786,0,6,2,0
296,334.07,Japan,Debit Card,8463,2025-09-27 17:29:02.131786,0,2,2,0
297,519.03,USA,UPI,8574,2025-09-30 12:12:02.131786,0,6,3,0
298,242.28,Germany,Crypto,3628,2025-09-29 22:26:02.131786,0,0,1,0
299,413.05,UK,UPI,5573,2025-10-08 08:46:02.131786,0,5,3,0
300,224.44,USA,Wire,9048,2025-10-10 23:29:02.131786,0,6,4,0
301,308.23,Germany,UPI,2209,2025-10-09 00:48:02.131786,0,0,3,0
302,853.33,Japan,Credit Card,1169,2025-09-18 01:50:02.131786,0,2,0,0
303,539.47,UK,Crypto,5396,2025-10-11 05:36:02.131786,0,5,1,0
304,851.12,Vietnam,Credit Card,9996,2025-10-06 05:16:02.131786,1,8,0,1
305,284.77,UK,Credit Card,2877,2025-10-10 19:30:02.131786,0,5,0,0
306,755.15,USA,UPI,5052,2025-10-01 00:45:02.131786,0,6,3,0
307,97.44,USA,UPI,4035,2025-09-19 11:25:02.131786,0,6,3,0
308,518.86,UK,Debit Card,4248,2025-09-19 23:11:02.131786,0,5,2,0
309,790.35,Germany,Credit Card,4873,2025-09-24 00:07:02.131786,0,0,0,0
310,93.08,Germany,UPI,9714,2025-09-19 10:30:02.131786,0,0,3,0
311,287.65,Germany,Debit Card,4552,2025-10-02 11:51:02.131786,0,0,2,0
312,518.58,India,Credit Card,6605,2025-09-09 19:22:02.131786,0,1,0,0
313,999.77,Germany,Debit Card,3706,2025-10-18 02:07:02.131786,0,0,2,0
314,308.2,USA,Crypto,3532,2025-09-10 09:31:02.131786,0,6,1,0
315,734.54,India,Wire,1821,2025-10-17 06:27:02.131786,0,1,4,0
316,1291.91,Germany,Credit Card,4508,2025-09-28 04:28:02.131786,0,0,0,0
317,758.45,USA,UPI,1194,2025-09-16 20:31:02.131786,0,6,3,0
318,425.41,India,Crypto,1465,2025-10-15 17:40:02.131786,0,1,1,0
319,657.96,USA,Debit Card,4025,2025-09-29 03:01:02.131786,0,6,2,0
320,300.66,UK,Wire,9145,2025-09-07 19:43:02.131786,0,5,4,0
321,534.29,USA,Credit Card,3537,2025-09-22 16:53:02.131786,0,6,0,0
322,442.1,India,Wire,1099,2025-10-14 08:25:02.131786,0,1,4,0
323,642.48,Germany,Crypto,9307,2025-10-02 19:49:02.131786,0,0,1,0
324,356.84,India,Wire,6714,2025-09-19 22:50:02.131786,0,1,4,0
325,668.86,Germany,Credit Card,7275,2025-09-26 09:11:02.131786,0,0,0,0
326,354.03,Germany,Crypto,3690,2025-09-23 10:40:02.131786,0,0,1,0
327,918.96,Japan,Debit Card,2434,2025-10-11 10:11:02.131786,0,2,2,0
328,384.06,UK,Credit Card,2902,2025-09-26 05:09:02.131786,0,5,0,0
329,53.17,Japan,Wire,4023,2025-10-01 11:15:02.131786,0,2,4,0
330,202.38,India,Credit Card,8057,2025-09-15 05:41:02.131786,0,1,0,0
331,507.17,Japan,Crypto,7813,2025-09-21 21:54:02.131786,0,2,1,0
332,1470.88,Germany,Wire,7062,2025-09-08 03:39:02.131786,0,0,4,0
333,894.93,India,Debit Card,3593,2025-09-08 19:41:02.131786,0,1,2,0
334,39.5,Japan,UPI,7518,2025-10-05 06:30:02.131786,0,2,3,0
335,118.15,USA,Debit Card,5939,2025-10-18 08:08:02.131786,0,6,2,0
